"FSC-A","SSC-A","Alexa Fluor 700-A :: GranzymeB","BUV396-A :: CD45RB","BUV737-A :: CD27","BV510-A :: CD3e","BV605-A :: CTLA4","BV650-A :: PDL1","BV711-A :: CD25","BV786-A :: TBET","FITC-A :: CD86","PE ( 561 )-A :: Nur77","PE-Cy7-A :: CD54","PerCP-Cy5-5-A :: IRF4"
118029,95790.3,285.6,2549.89,8500.12,3945.02,7212.72,1512.9,274.7,199.26,1447.52,352.24,34.04,683.09
66878.6,113877,85.4,1486.28,3746.36,2144.3,5014.3,700.28,232.88,182.04,772.73,143.56,22.2,402.55
81281.5,65284.5,119,1877.56,2385.64,2985.62,6338.6,1064.36,264.86,131.2,999.32,193.14,54.02,258.13
53988.5,25720,9.1,516.11,227.76,798.68,1946.68,125.46,9.02,-43.46,258.96,71.04,-26.64,60.59
80061.1,56482.3,104.3,1517.67,3203.97,2579.72,4982.32,1147.18,189.42,122.18,946.2,190.92,31.08,493.02
134577,87296.9,214.2,2544.05,5056.71,5630.94,9478.38,2125.44,373.1,264.04,1863.35,268.62,78.44,761.94
55531.4,32744.3,14.7,539.47,-2.92,1010.24,1674.44,299.3,83.64,-3.28,302.12,50.32,-19.98,244.85
42035,31437.1,14.7,494.21,230.68,728.98,1974.56,105.78,9.02,4.1,280.54,42.92,29.6,47.31
92000.2,65368.3,86.8,1540.3,840.96,2186.94,4675.64,1387.44,282.9,154.16,683.09,159.84,2.96,470.61
67086,88392.5,149.1,1314,1879.02,3078.28,10227.9,2090.18,346.86,255.02,1188.56,375.18,86.58,805.1
70585.2,53584.8,86.1,1219.83,602.25,2173.82,4261.54,847.06,186.96,96.76,730.4,203.5,37,223.27
43575.1,81456.2,173.6,905.2,2593.69,2212.36,6550.98,1706.42,306.68,301.76,865.69,307.84,88.06,597.6
43285.7,39027.4,53.9,456.25,235.79,842.96,2650.24,660.1,106.6,27.88,286.35,39.22,41.44,198.37
45288,21238,9.1,305.14,222.65,611.72,1219.34,206.64,72.98,59.86,235.72,64.38,0.74,72.21
48278.9,17462.4,28.7,397.12,271.56,735.54,1006.14,480.52,21.32,-9.02,225.76,59.94,17.02,53.95
40612.3,61410,241.5,1373.13,6486.05,1220.16,3088.94,728.16,223.86,175.48,448.2,183.52,31.08,262.28
32477,27370.9,63.7,394.2,124.1,641.24,2041.8,400.98,150.88,71.34,264.77,71.78,36.26,119.52
46858.3,30126.5,49,519.03,587.65,939.72,2628.92,419.84,16.4,73.8,410.85,73.26,19.24,103.75
54349.2,15802.4,21.7,300.03,-59.86,192.7,1349.72,76.26,27.88,13.12,195.05,121.36,-13.32,50.63
106436,84595.3,392.7,1842.52,10677,2676.48,4654.32,721.6,487.9,366.54,1357.05,290.08,91.76,834.98
114635,128946,106.4,2523.61,2503.9,3116.82,6398.46,1280.84,303.4,195.98,1508.11,308.58,47.36,583.49
91479.6,164873,186.9,2496.6,3280.62,3615.38,9091.34,2075.42,491.18,324.72,1365.35,380.36,82.88,1010.11
49636.8,27566,43.4,563.56,601.52,926.6,1609.66,377.2,109.06,61.5,331.17,34.78,22.2,153.55
82628.6,93615.7,122.5,1582.64,1587.02,3610.46,7815.42,1722,306.68,135.3,1139.59,173.16,34.04,449.03
48821.8,89839.2,149.1,1650.53,3058.7,2146.76,5018.4,1777.76,246.82,247.64,740.36,246.42,34.04,748.66
102849,80724.1,182,2114.81,4390.95,4233.66,8555.88,1979.48,436.24,267.32,1373.65,301.92,44.4,816.72
52624.1,39907.2,26.6,803.73,616.12,1760.54,4473.92,747.84,141.04,40.18,470.61,103.6,0.74,380.97
77054.4,120837,126.7,2144.01,2044.73,3907.3,8718.24,2152.5,400.16,264.86,1204.33,323.38,77.7,596.77
88565.8,65256.3,260.4,2076.85,5834.89,4445.22,8706.76,2239.42,556.78,300.94,1426.77,299.7,59.94,644.91
131023,107776,159.6,2367.39,5194.68,4730.58,10152.4,2025.4,344.4,219.76,1522.22,275.28,51.06,781.03
78251.8,57665.1,221.2,1657.1,7677.41,3129.12,6694.48,856.9,212.38,195.98,1063.23,129.5,29.6,662.34
44797.7,44254.8,44.8,557.72,1604.54,1330.86,3190.62,933.98,136.12,113.98,385.12,178.34,18.5,231.57
49494.2,36308.3,30.8,594.22,472.31,1267.72,2616.62,442.8,24.6,-4.1,236.55,89.54,10.36,415
94747,60272.1,499.8,2463.02,17951.4,3630.14,8402.54,1695.76,434.6,388.68,1310.57,283.42,38.48,595.11
61953.8,62734.7,249.9,1616.95,9694.4,2957.74,5837.58,1605.56,279.62,205.82,1013.43,225.7,43.66,547.8
95171,69122.4,112.7,1921.36,2556.46,3262.78,6402.56,1407.94,186.96,150.06,1142.08,179.08,31.08,547.8
44265.6,25074.3,16.8,504.43,-32.85,741.28,2679.76,377.2,53.3,55.76,243.19,-4.44,4.44,143.59
36610.6,68552.2,34.3,586.92,600.79,937.26,1667.06,588.76,82.82,89.38,387.61,121.36,9.62,321.21
62273.5,61542.8,63,1557.09,2098.02,2783.9,4494.42,1114.38,164.82,100.86,1094.77,164.28,1.48,507.96
71250.5,50744.5,44.8,830.74,571.59,1488.3,2993,838.04,136.94,94.3,552.78,156.14,-19.24,123.67
39352.3,30185.4,28,216.08,2.92,302.58,1642.46,143.5,50.02,6.56,180.94,-34.04,11.1,91.3
28859,81314.3,100.8,935.86,1079.67,2177.92,6063.08,1813.84,242.72,162.36,813.4,190.18,57.72,453.18
52118.6,18924.8,30.8,346.02,-34.31,747.84,1153.74,208.28,96.76,62.32,278.88,72.52,-0.74,261.45
49171.7,42252.8,37.1,502.24,247.47,606.8,1036.48,338.66,-28.7,-14.76,175.13,37.74,-13.32,213.31
70092.7,32936.1,74.2,1207.42,1521.32,1758.08,4054.9,693.72,86.92,103.32,682.26,173.9,34.78,424.96
90097.2,69937.5,126.7,2060.06,2546.24,3096.32,7140.56,1209.5,264.86,229.6,1142.91,235.32,86.58,816.72
105314,89581.9,198.8,2046.92,5410.03,3835.14,7788.36,1740.04,332.92,112.34,1315.55,249.38,43.66,653.21
43247.5,27927.8,-11.2,523.41,293.46,747.84,936.44,291.1,123.82,16.4,231.57,112.48,28.12,189.24
33139.4,17098.8,-1.4,327.04,212.43,368.18,1102.08,328.82,95.94,46.74,171.81,15.54,-2.96,50.63
61861,89834.2,97.3,1213.26,2778.38,1968.82,4251.7,962.68,123.82,155.8,589.3,111.74,28.86,416.66
51856.6,27585.9,199.5,915.42,4876.4,1179.98,2439.5,462.48,184.5,192.7,371.84,77.7,23.68,210.82
31299.8,24023.5,48.3,369.38,118.26,552.68,1323.48,487.9,46.74,120.54,200.03,53.28,23.68,100.43
41661.4,33229.9,37.8,253.31,322.66,739.64,1219.34,260.76,79.54,-34.44,249,57.72,22.2,205.84
59624.6,32265.4,60.2,565.02,239.44,1165.22,2268.94,221.4,100.04,27.06,291.33,89.54,12.58,249
79670.9,100500,137.9,1445.4,3341.21,2189.4,5314.42,1534.22,241.9,189.42,880.63,252.34,25.9,504.64
43733.5,18132.2,9.8,427.78,189.07,646.16,1105.36,405.08,49.2,20.5,258.96,30.34,19.24,138.61
101809,80617.1,121.8,1968.08,2097.29,3963.06,7542.36,1712.98,253.38,187.78,1499.81,281.2,51.8,614.2
47363,77109.5,52.5,799.35,667.22,1366.94,3307.06,501.84,83.64,111.52,507.13,128.02,44.4,357.73
52562.9,58212.1,147,1159.97,2573.25,1991.78,3909.76,724.06,161.54,146.78,656.53,207.2,45.88,294.65
87055.9,60670.5,270.2,1937.42,6325.45,3102.06,6907.68,1421.88,259.12,328.82,1102.24,195.36,62.16,420.81
48826.1,28835.9,31.5,558.45,127.02,811.8,2592.84,511.68,77.9,107.42,359.39,11.1,31.08,235.72
49309.2,26124.2,129.5,586.92,4327.44,1038.12,2551.02,272.24,62.32,20.5,312.91,51.8,5.18,239.04
70382.2,36510,35,959.22,526.33,1577.68,3896.64,355.88,96.76,45.92,622.5,71.04,19.98,224.1
48524.4,69882.7,210.7,770.15,2067.36,1922.9,7638.3,2642.04,733.9,651.08,830,341.14,247.9,1354.56
48874.3,37501.1,41.3,605.17,364.27,1116.02,1919.62,660.1,55.76,86.92,381.8,142.08,11.84,307.93
39076.6,33422.4,23.1,351.86,455.52,451.82,1321.84,285.36,34.44,-27.06,122.01,2.22,8.14,112.88
101074,61584.3,115.5,1614.76,2022.1,3211.12,5695.72,1496.5,174.66,135.3,1195.2,197.58,17.76,672.3
45162,55024,31.5,862.13,774.53,1741.68,3921.24,595.32,133.66,107.42,571.04,150.22,25.9,324.53
100382,154853,380.8,3563.86,6436.41,4790.44,10568.2,2481.32,534.64,359.16,1746.32,603.1,112.48,739.53
55280.9,62196,25.2,923.45,800.08,1503.06,4247.6,578.1,129.56,93.48,535.35,139.86,7.4,351.09
52483.7,80705,160.3,1215.45,3270.4,2036.88,4775.68,809.34,284.54,159.08,579.34,248.64,63.64,440.73
49489.2,15604.8,23.1,470.12,451.87,861,643.7,239.44,78.72,11.48,255.64,48.1,-6.66,47.31
48215.5,21239.7,63.7,613.93,2122.11,979.9,1416.14,348.5,12.3,50.02,253.98,213.86,3.7,165.17
51422.4,16299.5,69.3,363.54,1838.14,514.96,1930.28,642.06,33.62,87.74,243.19,91.76,-0.74,140.27
46090.1,18469.2,11.2,417.56,159.14,681.42,541.2,236.16,92.66,50.02,205.01,173.9,20.72,145.25
51162.5,22045.6,54.6,524.87,297.84,792.12,2596.94,174.66,52.48,71.34,253.98,137.64,36.26,-47.31
46555.2,21209.8,27.3,419.75,481.07,560.88,1207.04,501.84,26.24,97.58,218.29,85.1,28.12,110.39
51373.4,17898.9,8.4,406.61,223.38,671.58,1934.38,383.76,22.14,36.08,247.34,114.7,35.52,249
50669.3,60570.9,52.5,770.88,585.46,1260.34,2405.88,670.76,133.66,127.1,472.27,59.94,10.36,274.73
97773.1,115006,221.9,2134.52,2963.07,3594.06,8388.6,2151.68,337.84,166.46,1279.03,405.52,43.66,727.08
60017.8,73157.9,112.7,1540.3,1674.62,1918.8,3774.46,1159.48,230.42,236.16,654.87,249.38,55.5,522.07
81231.1,69879.4,496.3,2149.12,15916.9,2933.14,6541.96,1288.22,441.98,413.28,1021.73,210.16,71.04,606.73
44902.8,21751,51.8,392.01,1046.09,546.94,1043.04,300.94,45.92,59.04,178.45,51.06,13.32,152.72
54626.4,50120.4,21.7,808.11,216.81,1162.76,2166.44,626.48,105.78,64.78,552.78,144.3,54.76,166
86981,52383.8,161,1561.47,4424.53,2571.52,4676.46,1032.38,175.48,86.92,866.52,227.92,26.64,480.57
48174.5,25498.4,30.1,480.34,210.24,698.64,1696.58,335.38,36.08,21.32,272.24,-25.16,1.48,205.84
53807.8,53813.9,50.4,808.11,599.33,1505.52,3263.6,579.74,164,83.64,557.76,161.32,23.68,329.51
123554,122157,467.6,3596.71,13572.2,4614.96,9744.06,1407.12,451,439.52,1629.29,381.1,125.06,889.76
45582.5,33112.8,49.7,338.72,201.48,778.18,1849.1,6.56,13.94,38.54,273.9,42.18,0,100.43
36597.6,30347.3,30.8,445.3,667.95,1102.08,2492.8,705.2,130.38,76.26,374.33,86.58,11.1,335.32
33485,45849.2,203.7,732.92,1536.65,2306.66,8983.1,3670.32,838.04,790.48,1062.4,372.22,281.2,1808.57
46877.8,20980.7,2.1,250.39,-168.63,649.44,830.66,345.22,77.08,27.06,227.42,24.42,-10.36,253.98
28126.1,49324.4,42.7,455.52,1174.57,663.38,2129.54,212.38,91.84,56.58,298.8,93.24,-7.4,146.08
48374.6,14143.2,8.4,256.23,212.43,553.5,186.96,268.14,73.8,54.94,231.57,22.94,5.18,49.8
124392,89071.4,243.6,3119.29,4129.61,4688.76,9785.06,1547.34,326.36,262.4,1640.91,329.3,95.46,692.22
105328,88404.1,231,2052.76,6302.09,3459.58,6505.88,1245.58,287,276.34,1261.6,303.4,46.62,619.18
71876.9,34781.1,20.3,731.46,631.45,1551.44,2877.38,396.06,163.18,115.62,543.65,19.98,7.4,278.05
78829.2,47415.4,104.3,1027.11,2906.86,1544.06,3017.6,678.96,73.8,132.02,511.28,77.7,31.82,263.11
46912.3,15147.5,20.3,372.3,159.14,662.56,819.18,203.36,59.86,14.76,185.09,46.62,17.76,51.46
95277.6,68804.5,249.2,2087.07,4962.54,3425.96,6858.48,1049.6,301.76,136.94,1264.92,321.9,57.72,560.25
121640,107419,343.7,2877.66,8267.98,4269.74,8163.92,1971.28,391.14,334.56,1551.27,411.44,76.22,639.93
56692.1,38457.2,35,600.06,534.36,1047.96,1649.02,309.14,136.12,-10.66,351.92,112.48,11.84,138.61
69037.9,88486.3,68.6,1244.65,554.07,2350.12,4774.04,1132.42,185.32,86.1,937.07,190.18,13.32,433.26
44017.9,29349.6,-28,714.67,76.65,41.82,162.36,145.96,-25.42,14.76,0,-19.24,16.28,-31.54
54794.9,31747.5,30.1,760.66,692.04,1521.92,2731.42,674.04,82,57.4,449.03,19.98,11.1,200.86
34297.2,32148.4,31.5,308.06,351.86,601.06,1258.7,571.54,35.26,-5.74,169.32,96.2,-19.98,247.34
42351.1,22652.4,93.8,465.74,2322.13,697.82,1282.48,302.58,29.52,94.3,249.83,102.12,10.36,220.78
95613.8,58445.3,186.9,1880.48,5955.34,3033.18,6172.96,1124.22,323.08,150.88,1244.17,220.52,14.8,485.55
43236.7,20986.5,22.4,453.33,371.57,1127.5,2364.88,606.8,59.04,41,345.28,118.4,23.68,305.44
60579.4,30593.8,23.1,682.55,511,1593.26,2880.66,601.06,118.08,86.92,537.84,82.88,40.7,127.82
94855,74827,85.4,1587.75,1326.41,3572.74,8212.3,1540.78,276.34,126.28,1137.93,286.38,4.44,917.98
55430.6,29731.4,37.1,490.56,659.19,1513.72,3297.22,842.14,145.96,19.68,471.44,45.88,7.4,142.76
105493,91688.4,51.8,711.75,1492.12,3472.7,9948.24,2475.58,386.22,300.94,862.37,407,148.74,499.66
46203.8,27987.6,24.5,448.22,248.2,783.1,2122.98,450.18,123.82,109.88,262.28,42.92,17.76,141.93
49379.8,41651.1,32.2,659.19,357.7,1512.08,2916.74,787.2,114.8,117.26,504.64,118.4,17.76,170.98
38144.2,25456.9,9.1,382.52,383.98,1002.04,2095.1,574,94.3,27.88,234.89,150.22,25.9,78.85
46008,62838.5,74.2,839.5,1941.8,1513.72,4179.54,896.26,169.74,149.24,502.15,103.6,61.42,625.82
110565,150170,661.5,4095.3,15351.2,6282.02,14459.1,2594.48,696.18,524.8,2148.04,577.2,125.06,1157.85
51175.4,35453.4,-7.7,521.22,247.47,1493.22,3670.32,634.68,128.74,46.74,308.76,28.12,5.92,159.36
57272.4,43838.1,30.1,702.26,498.59,1767.1,4139.36,865.1,130.38,63.96,328.68,149.48,24.42,236.55
95354.6,103050,160.3,2052.76,4577.83,4514.92,8760.06,2097.56,346.86,161.54,1396.06,352.98,29.6,668.98
78562.8,90295.7,174.3,1911.14,2439.66,3576.02,9205.32,1649.02,270.6,153.34,1118.84,266.4,20.72,722.93
89574.5,50292.2,94.5,1541.03,2622.16,3663.76,7939.24,1898.3,278.8,126.28,1315.55,256.04,65.86,694.71
71970.5,76973.4,294,1901.65,9150.55,3579.3,7808.04,1583.42,326.36,178.76,1093.94,298.96,50.32,517.92
93049.9,52131.5,265.3,2171.02,8035.11,3122.56,6588.7,1390.72,295.2,191.88,1059.91,269.36,39.22,514.6
87080.4,59486.9,67.2,1414.01,1227.13,2793.74,6095.06,1121.76,159.9,84.46,842.45,219.04,31.08,291.33
52778.9,21182.4,24.5,304.41,531.44,769.98,2113.96,473.14,13.94,59.86,244.02,74.74,11.84,152.72
33148.8,44528.7,102.2,662.84,1364.37,905.28,2064.76,328.82,179.58,77.9,329.51,138.38,34.04,294.65
88583.8,103149,138.6,1392.84,2565.22,2896.24,6459.14,1310.36,263.22,194.34,1164.49,365.56,37.74,594.28
