"FSC-A","SSC-A","Alexa Fluor 700-A :: GranzymeB","BUV396-A :: CD45RB","BUV737-A :: CD27","BV510-A :: CD3e","BV605-A :: CTLA4","BV650-A :: PDL1","BV711-A :: CD25","BV786-A :: TBET","FITC-A :: CD86","PE ( 561 )-A :: Nur77","PE-Cy7-A :: CD54","PerCP-Cy5-5-A :: IRF4"
42748.6,16762.7,0.7,389.09,86.87,392.78,1424.34,279.62,14.76,-27.88,233.23,92.5,14.8,33.2
34755.1,17073.9,35,327.04,81.76,487.08,1009.42,312.42,33.62,35.26,188.41,109.52,18.5,78.02
51250.3,20174.8,43.4,367.19,173.74,606.8,2320.6,389.5,50.02,5.74,297.14,86.58,43.66,129.48
37491.8,29307.3,42,394.93,48.18,542.02,2168.9,149.24,71.34,52.48,175.96,56.24,35.52,166
69120,52512.4,128.1,497.86,312.44,1165.22,1694.12,428.86,144.32,22.96,470.61,126.54,36.26,258.13
117808,84872.5,592.9,2772.54,873.81,4611.68,8597.7,1685.92,453.46,168.92,1618.5,348.54,97.68,471.44
45625.7,20529.2,25.9,405.15,48.18,1070.92,1749.06,371.46,123.82,62.32,289.67,155.4,-11.84,276.39
69840,43249.6,64.4,982.58,373.76,2087.72,4596.92,861.82,113.16,128.74,693.88,131.72,25.16,395.08
56859.1,75966.6,74.2,627.07,418.29,1398.1,3046.3,861.82,131.2,66.42,444.88,109.52,-8.88,391.76
40880.9,30798.8,2.8,367.92,246.01,663.38,1475.18,417.38,3.28,21.32,221.61,116.92,13.32,98.77
49919,19985.6,30.1,316.82,223.38,651.08,1746.6,414.1,77.08,-4.1,154.38,29.6,-14.06,202.52
37473.1,23459.1,30.8,503.7,100.74,645.34,1039.76,333.74,41.82,45.1,214.97,39.96,31.82,142.76
54401,32470.4,28.7,946.08,222.65,1133.24,1737.58,595.32,126.28,51.66,378.48,-0.74,-22.2,151.89
70738.6,84700.7,2506,1620.6,1816.24,2810.96,5037.26,1312,634.68,374.74,1015.09,270.84,207.2,449.86
62101.4,145902,65.8,1531.54,1342.47,2702.72,7690.78,1839.26,323.08,99.22,934.58,250.86,78.44,693.88
45691.9,21023.1,9.8,383.98,251.12,659.28,1741.68,321.44,67.24,46.74,232.4,122.84,2.22,131.14
40271,21574.2,25.9,438.73,6.57,391.14,1416.14,350.14,19.68,52.48,242.36,80.66,12.58,136.12
49621.7,31157.4,11.2,494.94,16.06,729.8,1040.58,596.96,59.04,27.06,251.49,93.24,17.76,2.49
105327,96968.1,64.4,1925.74,547.5,3855.64,7069.22,1785.14,201.72,147.6,1411.83,287.86,34.78,721.27
55903.7,66496.3,74.2,678.9,574.51,1393.18,4711.72,852.8,143.5,145.14,546.97,111.74,25.9,379.31
68433.1,52722.4,171.5,1443.94,551.15,2772.42,6113.1,1101.26,218.12,113.16,852.41,108.78,52.54,391.76
72801.4,61235.7,91.7,1684.11,464.28,2516.58,4671.54,1210.32,177.12,68.06,903.87,150.22,18.5,337.81
89179.9,64706,1442.7,1826.46,1333.71,3176.68,6368.94,1279.2,532.18,268.96,1079,244.94,165.02,575.19
75405.6,117832,119.7,1332.25,897.17,2761.76,6881.44,1630.16,293.56,186.14,935.41,185.74,25.16,620.01
52757.3,36348.2,12.6,541.66,75.19,1184.08,2767.5,624.84,119.72,4.1,377.65,123.58,34.78,131.14
48569,63353.1,263.9,989.15,470.85,1820.4,3317.72,993.02,123,105.78,493.85,178.34,40.7,227.42
47512.1,20315.1,19.6,513.19,110.23,859.36,2278.78,236.16,77.9,41,255.64,39.22,22.2,188.41
65074.3,73294,115.5,1231.51,448.95,1858.94,3799.88,873.3,198.44,149.24,696.37,252.34,64.38,433.26
129873,90404.4,1667.4,2508.28,2237.45,4049.16,7785.9,1748.24,702.74,338.66,1494,210.9,142.82,482.23
54715,29182,30.8,566.48,82.49,966.78,757.68,462.48,82,36.9,322.04,53.28,-2.22,108.73
