"FSC-A","SSC-A","Alexa Fluor 700-A :: GranzymeB","BUV396-A :: CD45RB","BUV737-A :: CD27","BV510-A :: CD3e","BV605-A :: CTLA4","BV650-A :: PDL1","BV711-A :: CD25","BV786-A :: TBET","FITC-A :: CD86","PE ( 561 )-A :: Nur77","PE-Cy7-A :: CD54","PerCP-Cy5-5-A :: IRF4"
77893.9,107279,574.7,2530.18,12770.6,3658.84,6681.36,1690.84,399.34,310.78,1371.99,261.96,89.54,797.63
87617.5,67064.8,121.1,1808.94,3674.82,2610.88,5029.06,1015.98,199.26,163.18,1139.59,284.16,62.16,354.41
42338.2,28867.4,65.1,449.68,489.1,532.18,1469.44,260.76,53.3,-3.28,208.33,69.56,20.72,140.27
159062,131656,585.2,4366.13,15840.3,5946.64,12473.8,2514.94,600.24,446.08,2412.81,382.58,72.52,884.78
72101.5,92055.3,378.7,2298.04,6240.77,2969.22,7016.74,1168.5,306.68,261.58,1020.07,203.5,59.94,927.11
78867.4,60489.6,181.3,1624.98,2192.19,2518.22,4909.34,933.16,184.5,147.6,878.14,89.54,28.86,332.83
89392.3,55482.2,103.6,1341.01,2724.36,2134.46,5027.42,790.48,164.82,157.44,911.34,187.22,37.74,395.91
90436.3,70517.6,346.5,2170.29,8565.09,3281.64,6102.44,1276.74,305.86,201.72,1028.37,185,34.78,476.42
41646.2,83029,299.6,1827.92,4188.74,1425.98,3196.36,936.44,236.98,217.3,492.19,177.6,42.92,360.22
33226.6,30237.7,126,596.41,1272.39,423.94,1317.74,661.74,42.64,27.06,163.51,-17.76,-0.74,225.76
61681,69832,193.2,1704.55,3309.09,1694.12,4802.74,1066.82,203.36,172.2,717.12,199.8,36.26,558.59
33160.3,72854.9,33.6,772.34,508.81,982.36,2432.94,466.58,89.38,61.5,348.6,133.2,16.28,286.35
72182.9,54736.8,638.4,2144.01,21997.8,2220.56,6057.34,1024.18,452.64,478.88,786.84,113.96,98.42,797.63
32631.8,52155.5,134.4,868.7,2115.54,973.34,2617.44,470.68,114.8,59.86,294.65,98.42,37.74,270.58
49615.9,23640.1,26.6,483.26,96.36,567.44,1919.62,386.22,31.98,15.58,261.45,121.36,8.88,274.73
64051.2,64071.8,170.8,1585.56,2164.45,2706.82,5576.82,1360.38,317.34,88.56,1231.72,398.12,8.88,692.22
69020.6,51390.3,313.6,1515.48,6140.03,1998.34,3640.8,667.48,218.94,175.48,832.49,149.48,21.46,541.16
64239.1,32760.9,94.5,759.2,166.44,1179.98,3052.86,541.2,142.68,-1.64,437.41,105.82,28.86,338.64
45286.6,29617.7,47.6,631.45,697.88,660.1,1430.9,290.28,129.56,31.98,230.74,6.66,2.96,69.72
100674,94042.3,829.5,3301.79,26490.2,3647.36,7732.6,1468.62,575.64,592.86,1367.84,304.14,142.08,806.76
43495.2,58068.5,217,1134.42,3611.31,1082.4,3024.98,1038.12,220.58,112.34,474.76,289.34,20.72,629.97
88065.4,87076.1,340.2,1989.98,7678.87,2678.94,4770.76,1073.38,228.78,230.42,1031.69,219.78,66.6,585.15
92001.6,51566.2,238,1892.89,6279.46,3212.76,5835.94,1266.08,233.7,153.34,1256.62,120.62,50.32,896.4
48755.5,29886.6,26.6,393.47,1185.52,643.7,826.56,25.42,4.92,66.42,277.22,8.88,24.42,92.96
138683,215192,795.2,4782.96,22147.5,6396,13752.2,3041.38,736.36,644.52,2440.2,648.98,170.94,1574.51
41840.6,65028.8,101.5,826.36,2062.25,1130.78,2337.82,562.52,146.78,132.84,335.32,87.32,9.62,237.38
37456.6,57427.7,114.8,579.62,896.44,1097.16,3261.14,1297.24,176.3,163.18,465.63,130.98,73.26,346.11
49448.2,18997.9,26.6,303.68,805.92,506.76,1786.78,361.62,-29.52,30.34,196.71,71.04,15.54,116.2
80954.6,54044.6,194.6,1281.15,5256.73,2263.2,3925.34,815.08,159.08,154.98,779.37,197.58,42.18,197.54
86423.8,70507.7,1180.9,2514.85,29281,2713.38,4004.88,1452.22,579.74,499.38,1008.45,141.34,136.16,840.79
86158.8,94857.4,211.4,1512.56,7340.15,2213.18,4468.18,619.92,293.56,186.96,771.9,133.2,42.92,489.7
51294.2,19524.1,15.4,359.16,-214.62,623.2,1365.3,194.34,63.14,65.6,273.9,45.88,37,277.22
46550.9,43947.7,63.7,854.1,1373.86,1060.26,2443.6,425.58,110.7,120.54,357.73,159.84,29.6,191.73
37880.6,17537.9,42,364.27,773.07,915.94,1892.56,542.84,152.52,109.06,271.41,33.3,41.44,398.4
41469.1,52841.1,135.1,733.65,2769.62,1182.44,2826.54,510.04,93.48,84.46,290.5,165.02,46.62,463.97
47633,31538.3,116.9,843.15,2181.97,1134.88,2617.44,296.02,109.06,39.36,368.52,103.6,28.86,137.78
89489.5,136679,246.4,2536.75,6818.93,3517.8,7762.12,1425.16,431.32,296.02,1383.61,335.22,61.42,857.39
48261.6,17225.8,46.9,392.01,1085.51,564.16,1369.4,337.02,14.76,78.72,225.76,9.62,31.82,63.91
125492,111057,617.4,3366.03,21445.2,4400.94,9389.82,1890.1,503.48,462.48,1558.74,272.32,85.84,875.65
90638.6,50601.8,290.5,1950.56,8016.86,2451.8,4604.3,624.84,345.22,207.46,953.67,234.58,45.88,424.96
45226.8,62616,128.8,873.08,2785.68,1137.34,3317.72,703.56,219.76,94.3,526.22,138.38,41.44,242.36
104509,80779.8,1068.9,3343.4,31141.1,3599.8,7790.82,1403.84,656.82,606.8,1286.5,170.94,86.58,866.52
46946.2,22532.8,56.7,569.4,910.31,512.5,1038.94,437.06,47.56,64.78,225.76,29.6,13.32,145.25
38969.3,45909.8,4.9,532.9,900.09,1157.02,1738.4,730.62,120.54,101.68,346.94,17.02,47.36,381.8
55120.3,27815,50.4,591.3,603.71,854.44,1623.6,72.98,30.34,50.02,248.17,-0.74,7.4,-31.54
56900.2,93523.6,219.8,1608.92,5218.77,1591.62,3695.74,768.34,190.24,173.84,632.46,255.3,63.64,543.65
45042.5,30182.1,54.6,365.73,279.59,719.14,1084.86,440.34,99.22,27.88,189.24,78.44,24.42,47.31
47538,122027,286.3,2389.29,3309.82,3460.4,9630.08,2718.3,621.56,325.54,1489.85,511.34,145.04,1357.05
45894.2,22354.4,249.2,554.07,7526.3,527.26,1573.58,454.28,138.58,188.6,195.88,92.5,22.94,178.45
46192.3,19520.8,49.7,451.14,499.32,549.4,583.84,341.12,50.84,-23.78,304.61,2.96,20.72,45.65
49010.4,47871.1,75.6,924.91,1565.12,1259.52,3589.14,556.78,172.2,93.48,459.82,104.34,-8.14,285.52
83264.4,39672.3,331.8,1922.09,7927.07,2737.16,5876.12,1161.94,231.24,239.44,1066.55,281.2,48.84,454.01
167093,177769,859.6,6118.86,25569,7311.94,13393.1,2854.42,735.54,504.3,2538.97,569.8,94.72,1335.47
45596.9,51820.2,81.9,768.69,1651.99,904.46,2526.42,679.78,43.46,54.94,343.62,1.48,-3.7,107.07
70256.9,73559.6,95.2,1600.16,1357.8,2769.96,4810.94,924.96,154.16,132.84,981.06,159.1,27.38,693.05
57809.5,109827,396.2,2787.87,5425.36,2614.98,5890.88,1487.48,415.74,255.84,1010.94,375.92,91.76,481.4
37048.3,23921.4,72.8,357.7,986.23,796.22,2397.68,1127.5,270.6,214.02,257.3,142.08,88.8,422.47
55761.1,47788.1,34.3,780.37,713.21,1350.54,2474.76,756.86,68.88,42.64,492.19,119.88,13.32,158.53
50122.1,25013.7,143.5,571.59,4375.62,624.84,924.14,290.28,120.54,160.72,266.43,122.84,16.28,83
56468.2,48669.5,129.5,1228.59,1019.81,1324.3,2333.72,875.76,129.56,83.64,543.65,47.36,35.52,239.87
