"FSC-A","SSC-A","Alexa Fluor 700-A :: GranzymeB","BUV396-A :: CD45RB","BUV737-A :: CD27","BV510-A :: CD3e","BV605-A :: CTLA4","BV650-A :: PDL1","BV711-A :: CD25","BV786-A :: TBET","FITC-A :: CD86","PE ( 561 )-A :: Nur77","PE-Cy7-A :: CD54","PerCP-Cy5-5-A :: IRF4"
108667,179119,2018.1,4166.84,20271.4,8473.88,122062,225056,29113.3,7985.16,4750.09,2658.82,650.46,3642.04
102971,56738,327.6,1904.57,3779.94,4718.28,24221.2,42004.5,5463.66,1437.46,2481.7,1614.68,64.38,938.73
144646,142603,735,3036.07,8015.4,5966.32,47435.4,88100,11652.2,3208.66,4055.38,2627.74,224.22,1920.62
98143.9,71885.5,212.1,1578.99,2383.45,4018,18690.3,24659,3183.24,860.18,2377.12,1480,74.74,966.95
123727,101594,469,2456.45,4550.09,5328.36,33053.4,56321.7,7171.72,2325.52,3321.66,2142.3,159.1,1435.07
78649.2,97190.5,308,1119.09,3457.28,2772.42,24275.3,37176.3,4704.34,1277.56,2100.73,1238.02,95.46,1152.04
109519,82350.9,236.6,1866.61,3008.33,3744.94,22657.4,35481.4,4604.3,1125.04,2590.43,1699.78,80.66,1351.24
89051.8,51732.2,185.5,1965.16,2226.5,5097.12,18706.7,22123.6,2795.38,824.92,2622.8,1481.48,97.68,854.9
79670.9,71203.2,187.6,1546.87,2076.85,3795.78,16673.9,21312.6,2609.24,815.9,2392.89,1311.28,142.08,707.16
46210.3,26352.5,45.5,346.75,694.96,929.06,5736.72,7120.88,710.12,232.88,967.78,824.36,65.12,346.11
112454,106164,626.5,2422.87,6641.54,4938.04,42318.6,78757.7,10348.4,2611.7,3139.06,1924.74,219.78,1407.68
79637.8,57796.2,224,1287.72,2410.46,2770.78,17402.9,23900.5,2926.58,877.4,1959.63,1055.98,74.74,731.23
55933.2,29068.3,30.8,551.15,193.45,975.8,3657.2,2252.54,276.34,122.18,839.13,580.16,22.2,279.71
89352,60368.4,95.2,1916.25,1349.04,3208.66,11666.1,9503.8,1373.5,431.32,2007.77,1386.76,54.76,817.55
42907.7,33321.2,179.2,392.01,1711.85,843.78,10592.8,24523.7,3295.58,952.02,903.87,663.78,62.16,373.5
33644.2,20093.5,100.1,292.73,971.63,555.14,5893.34,13561.2,1735.12,488.72,735.38,485.44,25.16,307.1
42792.5,29328.9,79.8,551.88,396.39,1015.98,3876.14,5239.8,659.28,172.2,707.16,471.38,26.64,219.12
40517.3,32220.6,91.7,463.55,1065.8,910.2,6464.06,7949.9,1027.46,314.88,1180.26,1058.2,50.32,552.78
